code,nums,totalReturn,maxDrawDown,mddStart,mddEnd,maxDrawup,mduStart,mduEnd,sharpe,annualizedReturns,annualizedVolatility,variance,perValidData,durationYear,sdday,maxupday,permaxupday,offsdupday,maxdownday,permaxdownday,offsddownday,sdweek,maxupweek,permaxupweek,offsdupweek,maxdownweek,permaxdownweek,offsddownweek,sdmonth,maxupmonth,permaxupmonth,offsdupmonth,maxdownmonth,permaxdownmonth,offsddownmonth,sdyear,maxupyear,permaxupyear,offsdupyear,maxdownyear,permaxdownyear,offsddownyear,tags,createtime
000001,244,0.083235,0.202427,20150603,20150915,0.292777,20150119,20150603,0.413460,0.083235,0.128756,0.004862,0.069456,9.624658,0.069727,20150601,0.018827,-0.729982,20150626,-0.028508,-1.408857,0.016041,20150420,0.032061,0.998737,20150629,-0.047150,-3.939384,0.044821,20150504,0.070681,0.576953,20150601,-0.084912,-2.894457,0.000000,20150105,-999999.000000,0.000000,20150105,999999.000000,0.000000,开放式;混合型 ;高风险,20011218
000003,244,-0.119930,0.426501,20150601,20150825,0.510555,20150209,20150601,-0.398847,-0.119930,0.375910,0.017870,0.310433,2.153425,0.133680,20150601,0.090293,-0.324555,20150626,-0.111252,-1.832223,0.042413,20150420,0.108937,1.568494,20150623,-0.131026,-4.089302,0.110541,20150401,0.157749,0.427069,20150601,-0.268634,-3.430174,0.000000,20150105,-999999.000000,0.000000,20150105,999999.000000,0.000000,开放式;债券型 ;低风险,20130320
000004,244,-0.112813,0.424523,20150601,20150825,0.516406,20150209,20150601,-0.379662,-0.112813,0.376159,0.017689,0.310433,2.153425,0.132998,20150601,0.089837,-0.324523,20150626,-0.111739,-1.840153,0.042416,20150420,0.108784,1.564683,20150623,-0.131369,-4.097150,0.110389,20150401,0.158304,0.434051,20150601,-0.266873,-3.417559,0.000000,20150105,-999999.000000,0.000000,20150105,999999.000000,0.000000,开放式;债券型 ;低风险,20130320
000005,244,0.085901,0.036815,20150615,20150709,0.091589,20150206,20150615,1.706757,0.085901,0.032753,0.000774,0.305764,2.186301,0.027824,20150601,0.007969,-0.713583,20150528,-0.009549,-1.343183,0.005061,20150518,0.015188,2.000721,20150615,-0.016267,-4.213957,0.010328,20150401,0.027498,1.662440,20150601,-0.010426,-2.009460,0.000000,20150105,-999999.000000,0.000000,20150105,999999.000000,0.000000,开放式;债券型 ;低风险,20130308
000008,244,0.322331,0.504809,20150612,20150915,1.073062,20150119,20150612,0.682259,0.322331,0.428475,0.058554,0.311224,2.147945,0.241979,20150916,0.062325,-0.742434,20150626,-0.078231,-1.323296,0.048165,20150518,0.091234,0.894179,20150817,-0.130137,-3.701880,0.112540,20150302,0.172655,0.534167,20150601,-0.140021,-2.244189,0.000000,20150105,-999999.000000,0.000000,20150105,999999.000000,0.000000,开放式;ETF联接基金 ;高风险,20130322
000011,244,0.185217,0.373442,20150612,20150915,0.512189,20150119,20150612,0.513707,0.185217,0.302151,0.017136,0.084400,7.920548,0.130906,20150710,0.045131,-0.655244,20150727,-0.060229,-1.460093,0.031878,20151102,0.057515,0.804224,20150817,-0.096689,-4.033103,0.082502,20150504,0.113803,0.379392,20150601,-0.156285,-2.894314,0.000000,20150105,-999999.000000,0.000000,20150105,999999.000000,0.000000,开放式;混合型 ;高风险,20040811
000014,244,0.082941,0.004638,20150226,20150331,0.082941,20150105,20151231,4.628149,0.082941,0.011439,0.000530,0.310038,2.156164,0.023028,20150420,0.002778,-0.879376,20151109,-0.002553,-1.110865,0.001452,20150511,0.004583,2.155714,20150323,-0.002783,-2.916262,0.005262,20150401,0.012104,1.300429,20150302,-0.004638,-1.881497,0.000000,20150105,-999999.000000,0.000000,20150105,999999.000000,0.000000,开放式;债券型 ;低风险,20130319
000015,244,0.114068,0.013889,20150227,20150331,0.114068,20150105,20151231,5.074543,0.114068,0.016567,0.000959,0.305764,2.186301,0.030971,20150420,0.004647,-0.849961,20150331,-0.002809,-1.090698,0.002634,20150511,0.007319,1.778754,20150323,-0.007421,-3.817420,0.009167,20150401,0.018762,1.046696,20150302,-0.013889,-2.515123,0.000000,20150105,-999999.000000,0.000000,20150105,999999.000000,0.000000,开放式;债券型 ;低风险,20130308
000016,244,0.110153,0.014925,20150302,20150331,0.110153,20150105,20151231,4.838939,0.110153,0.016564,0.000891,0.305764,2.186301,0.029846,20150420,0.004686,-0.842993,20150331,-0.003774,-1.126435,0.002760,20150511,0.008310,2.011315,20150323,-0.007484,-3.711780,0.009381,20150401,0.018921,1.017102,20150302,-0.014925,-2.591102,0.000000,20150105,-999999.000000,0.000000,20150105,999999.000000,0.000000,开放式;债券型 ;低风险,20130308
000017,244,0.412144,0.459386,20150603,20150915,1.048265,20150112,20150603,1.088328,0.412144,0.351129,0.061295,0.313222,2.134247,0.247578,20150511,0.052777,-0.786828,20150629,-0.070362,-1.284200,0.042584,20150420,0.082635,0.940525,20150629,-0.120671,-3.833742,0.126400,20150504,0.226815,0.794428,20150601,-0.192512,-2.523040,0.000000,20150105,-999999.000000,0.000000,20150105,999999.000000,0.000000,开放式;混合型 ;高风险,20130327
