code,nums,totalReturn,maxDrawDown,mddStart,mddEnd,maxDrawup,mduStart,mduEnd,sharpe,annualizedReturns,annualizedVolatility,variance,perValidData,durationYear,sdday,maxupday,permaxupday,offsdupday,maxdownday,permaxdownday,offsddownday,sdweek,maxupweek,permaxupweek,offsdupweek,maxdownweek,permaxdownweek,offsddownweek,sdmonth,maxupmonth,permaxupmonth,offsdupmonth,maxdownmonth,permaxdownmonth,offsddownmonth,sdyear,maxupyear,permaxupyear,offsdupyear,maxdownyear,permaxdownyear,offsddownyear,tags,createtime
000001,245,0.050059,0.024451,20171121,20171207,0.074970,20170116,20171121,0.549069,0.050059,0.036533,0.000321,0.061052,10.994520,0.017930,20171211,0.006246,-0.651614,20171123,-0.010615,-1.592008,0.003872,20170605,0.010545,1.723039,20171120,-0.014755,-4.810258,0.010278,20170601,0.021720,1.113347,20171101,-0.015695,-2.527124,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;混合型 ;高风险,20011218
000003,245,-0.042157,0.070058,20170802,20171206,0.073121,20170523,20170911,-1.247946,-0.042157,0.057820,0.000399,0.190513,3.523288,0.019979,20170814,0.008858,-0.556621,20170508,-0.029703,-2.486709,0.006744,20170717,0.020751,2.077033,20170807,-0.017408,-3.581341,0.023387,20170703,0.033865,0.448005,20171101,-0.047665,-3.038111,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;债券型 ;低风险,20130320
000004,245,-0.045809,0.071702,20170802,20171206,0.072821,20170523,20170905,-1.307623,-0.045809,0.057975,0.000400,0.190513,3.523288,0.019998,20170814,0.007843,-0.607797,20170508,-0.030446,-2.522495,0.006701,20170717,0.020669,2.084437,20170807,-0.017341,-3.587769,0.023409,20170703,0.033730,0.440890,20171101,-0.047527,-3.030251,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;债券型 ;低风险,20130320
000005,245,0.022901,0.003381,20170113,20170210,0.023749,20170103,20171025,-0.803932,0.022901,0.008831,0.000084,0.188752,3.556164,0.009154,20170626,0.002523,-0.724363,20170207,-0.000847,-1.092580,0.000871,20170703,0.002519,1.893564,20170116,-0.001691,-2.942088,0.003538,20170601,0.008460,1.391069,20171101,-0.002488,-1.703046,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;债券型 ;低风险,20130308
000008,245,0.002683,0.128903,20170411,20170601,0.170137,20170601,20171013,-0.196869,0.002683,0.138758,0.001269,0.190810,3.517808,0.035617,20170814,0.020021,-0.437880,20170717,-0.038640,-2.084851,0.015388,20170717,0.038896,1.527734,20171113,-0.043973,-3.857658,0.039906,20170601,0.073671,0.846096,20170502,-0.057833,-2.449215,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;ETF联接基金 ;高风险,20130322
000011,245,0.240875,0.058977,20171121,20171207,0.298535,20170116,20171121,2.236223,0.240875,0.094300,0.005462,0.072250,9.290411,0.073903,20171211,0.017825,-0.758811,20171123,-0.027692,-1.374712,0.011021,20170605,0.033643,2.052776,20170109,-0.024333,-3.207937,0.020142,20170601,0.051136,1.538843,20170405,-0.009121,-1.452841,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;混合型 ;高风险,20040811
000014,245,0.002584,0.024914,20170110,20170524,0.033480,20170511,20170802,-1.537205,0.002584,0.017835,0.000077,0.190365,3.526027,0.008748,20171208,0.003469,-0.603409,20170508,-0.006190,-1.707631,0.002356,20171218,0.005190,1.202922,20171120,-0.006843,-3.904566,0.008686,20170601,0.019456,1.239888,20171101,-0.011986,-2.379937,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;债券型 ;低风险,20130319
000015,245,0.009291,0.014298,20170112,20170526,0.024744,20170516,20171024,-2.041907,0.009291,0.010142,0.000049,0.188752,3.556164,0.006987,20170613,0.001701,-0.756598,20170207,-0.003381,-1.483924,0.001559,20170612,0.004252,1.727241,20170508,-0.003398,-3.179939,0.005907,20170601,0.013640,1.309291,20170502,-0.005932,-2.004321,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;债券型 ;低风险,20130308
000016,245,0.004284,0.016212,20170116,20170526,0.022550,20170517,20171024,-2.456211,0.004284,0.010470,0.000036,0.188752,3.556164,0.005967,20170614,0.001727,-0.710564,20170207,-0.003433,-1.575394,0.001512,20170612,0.004322,1.858197,20170508,-0.003454,-3.284583,0.005660,20170601,0.012998,1.296668,20170502,-0.006029,-2.065316,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;债券型 ;低风险,20130308
000017,245,0.143402,0.055623,20171121,20171207,0.202050,20170116,20171121,1.120486,0.143402,0.101208,0.001910,0.191556,3.504110,0.043706,20171211,0.019583,-0.551945,20171123,-0.024480,-1.560099,0.010701,20171218,0.024040,1.246658,20171120,-0.023800,-3.224160,0.024186,20170601,0.049458,1.044947,20170502,-0.032214,-2.331955,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;混合型 ;高风险,20130327
000020,245,0.355528,0.083508,20171113,20171130,0.525608,20170116,20171113,2.310899,0.355528,0.140867,0.019113,0.190365,3.526027,0.138250,20170516,0.027503,-0.801066,20171123,-0.035223,-1.254780,0.016773,20170605,0.048061,1.865353,20171120,-0.040851,-3.435495,0.039052,20170601,0.091662,1.347199,20171101,-0.040000,-2.024284,0.000000,20170103,-999999.000000,0.000000,20170103,999999.000000,0.000000,开放式;混合型 ;高风险,20130319
