code,nums,totalReturn,maxDrawDown,mddStart,mddEnd,maxDrawup,mduStart,mduEnd,sharpe,annualizedReturns,annualizedVolatility,variance,perValidData,durationYear,sdday,maxupday,permaxupday,offsdupday,maxdownday,permaxdownday,offsddownday,sdweek,maxupweek,permaxupweek,offsdupweek,maxdownweek,permaxdownweek,offsddownweek,sdmonth,maxupmonth,permaxupmonth,offsdupmonth,maxdownmonth,permaxdownmonth,offsddownmonth,sdyear,maxupyear,permaxupyear,offsdupyear,maxdownyear,permaxdownyear,offsddownyear,tags,createtime
001229,1330,0.312969,0.270229,20180123,20200323,0.588486,20200323,20200803,0.225335,0.057723,0.123030,0.008041,0.945274,3.854795,0.089670,20181102,0.036652,-0.591253,20200203,-0.068593,-1.764949,0.014867,20200727,0.079122,4.322070,20200713,-0.064499,-5.338495,0.038396,20200701,0.177454,3.621711,20200302,-0.126837,-4.303413,0.116478,20190102,0.107330,-0.078536,20180102,-0.185112,-2.589247,开放式;混合型 ;高风险,20150427
001230,1276,0.049056,0.600580,20150612,20190103,1.714286,20190103,20200902,-0.066234,0.009215,0.313808,0.018513,0.930708,3.756164,0.136061,20150717,0.122867,-0.096975,20150619,-0.159574,-2.172812,0.032406,20200323,0.090062,1.779215,20150630,-0.157274,-5.853295,0.075671,20200601,0.163895,1.165888,20150605,-0.237686,-4.141034,0.346166,20190102,0.532220,0.537469,20150605,-0.348586,-2.006992,开放式;股票型 ;高风险,20150602
001231,1329,0.629000,0.073226,20190410,20190509,0.639196,20150506,20200918,1.195049,0.115660,0.071679,0.036015,0.942553,3.863014,0.189775,20190318,0.033600,-0.822949,20190411,-0.029261,-1.154188,0.008429,20190325,0.062047,6.361533,20190304,-0.031051,-4.684039,0.022007,20190801,0.108504,3.930340,20190701,-0.049135,-3.232646,0.141581,20190102,0.342358,1.418103,20180102,-0.011956,-1.084443,开放式;混合型 ;高风险,20150424
001235,1197,0.212000,0.029356,20161024,20161221,0.220000,20150929,20200805,0.864665,0.042354,0.014287,0.004008,0.956070,3.430137,0.063312,20180418,0.005613,-0.911348,20161215,-0.006750,-1.106619,0.002000,20190506,0.007080,2.539750,20161212,-0.010567,-6.282805,0.005742,20180702,0.014870,1.589808,20161201,-0.012428,-3.164569,0.023066,20180102,0.061964,1.686383,20170103,0.012560,-0.455456,开放式;债券型 ;低风险,20150929
001236,1300,0.604000,0.480861,20150612,20150915,2.028753,20150915,20200901,0.276214,0.112652,0.299232,0.043715,0.940666,3.786301,0.209081,20150605,0.073812,-0.646970,20150703,-0.155030,-1.741480,0.031258,20151214,0.095238,2.046843,20150630,-0.155030,-5.959683,0.073427,20200701,0.194323,1.646491,20160104,-0.204492,-3.784977,0.274894,20190102,0.510505,0.857098,20180102,-0.197050,-1.716820,开放式;股票型 ;高风险,20150522
001237,1309,0.230000,0.355673,20150611,20160128,0.978918,20160128,20200709,0.061021,0.043051,0.213881,0.020148,0.950617,3.772603,0.141943,20150827,0.073256,-0.483905,20150824,-0.088599,-1.624188,0.023761,20151102,0.088405,2.720644,20180205,-0.115991,-5.881632,0.049042,20200701,0.095149,0.940156,20160104,-0.125675,-3.562607,0.256476,20190102,0.367045,0.431108,20150529,-0.194200,-1.757186,开放式;ETF联接基金 ;高风险,20150527
001239,1287,-0.448000,0.642329,20150612,20181018,0.672176,20181018,20200805,-0.422484,-0.084159,0.270208,0.005440,0.940102,3.750685,0.073759,20150828,0.072885,-0.011845,20150703,-0.186862,-3.533413,0.029312,20150907,0.114120,2.893290,20150630,-0.186862,-7.374938,0.055589,20200701,0.158203,1.845936,20160104,-0.200675,-4.609959,0.239735,20190102,0.259563,0.082705,20150605,-0.356000,-2.484970,开放式;混合型 ;高风险,20150604
001241,1292,-0.390961,0.629918,20150612,20181018,0.702607,20181018,20200713,-0.368029,-0.073180,0.280358,0.005434,0.939636,3.767123,0.073715,20150916,0.059189,-0.197051,20150703,-0.168023,-3.279363,0.027883,20200203,0.079620,1.855525,20150630,-0.168023,-7.026024,0.063484,20190201,0.156816,1.470148,20150605,-0.200097,-4.151908,0.247297,20190102,0.278134,0.124696,20180102,-0.317855,-2.285317,开放式;ETF联接基金 ;高风险,20150529
001242,1312,0.123163,0.539794,20150612,20150915,1.340607,20150915,20200713,-0.024036,0.022808,0.299217,0.015405,0.937143,3.835616,0.124117,20150602,0.094526,-0.238410,20150824,-0.097113,-1.782430,0.031337,20151102,0.086534,1.761430,20150629,-0.159893,-6.102395,0.069641,20160301,0.144292,1.071933,20160104,-0.184889,-3.654882,0.258419,20190102,0.370312,0.432988,20180102,-0.297268,-2.150330,开放式;股票型 ;高风险,20150504
001243,1312,0.123463,0.539672,20150612,20150915,1.341091,20150915,20200713,-0.023852,0.022864,0.299201,0.015414,0.937143,3.835616,0.124154,20150602,0.094526,-0.238638,20150824,-0.097222,-1.783080,0.031339,20151102,0.086522,1.760805,20150629,-0.159893,-6.101960,0.069640,20160301,0.144247,1.071311,20160104,-0.184969,-3.656054,0.258341,20190102,0.370152,0.432805,20180102,-0.297278,-2.150721,开放式;股票型 ;高风险,20150504
001244,1293,0.464361,0.322298,20171010,20190103,1.090751,20150915,20200901,0.233783,0.087232,0.244808,0.024316,0.943796,3.753425,0.155936,20150916,0.060634,-0.611157,20200203,-0.076028,-1.487559,0.025006,20200203,0.064250,1.569367,20150817,-0.120859,-5.833154,0.056397,20160301,0.136726,1.424339,20160104,-0.185717,-4.293026,0.219109,20190102,0.315873,0.441624,20180102,-0.277151,-2.264896,开放式;混合型 ;高风险,20150603
001245,1293,0.302000,0.491882,20151230,20190103,1.477443,20190103,20200901,0.112397,0.056732,0.237834,0.023434,0.943107,3.756164,0.153082,20160302,0.047745,-0.688106,20160107,-0.084189,-1.549960,0.025506,20200203,0.090793,2.559700,20180205,-0.112636,-5.416115,0.065609,20200701,0.194211,1.960114,20160104,-0.208159,-4.172705,0.306834,20190102,0.502804,0.638684,20180102,-0.317839,-2.035867,开放式;股票型 ;高风险,20150602
001246,455,0.288597,0.025271,20161021,20161220,0.296970,20150619,20200506,0.992238,0.054410,0.024601,0.007688,0.333578,3.736986,0.087679,20151030,0.007797,-0.911070,20161215,-0.008219,-1.093742,0.000741,20200407,0.003226,3.356094,20200601,-0.005473,-8.390133,0.005390,20151204,0.021236,2.939795,20160401,-0.012939,-3.400554,0.021935,20150612,0.067608,2.082261,20170106,0.021978,0.001975,开放式;债券型 ;低风险,20150609
001247,1330,0.341200,0.045462,20180205,20180817,0.394927,20150826,20200902,0.635153,0.062930,0.051845,0.006088,0.945946,3.852055,0.078023,20200706,0.043294,-0.445108,20200724,-0.030981,-1.397073,0.006307,20200629,0.050428,6.995430,20180205,-0.031858,-6.051155,0.015336,20200701,0.105753,5.895636,20180301,-0.013311,-1.867958,0.025593,20170103,0.066266,1.589198,20180102,0.000089,-0.996535,开放式;混合型 ;高风险,20150428
001249,1318,0.478000,0.060631,20180515,20181018,0.483000,20150430,20200918,1.477983,0.088161,0.039351,0.018252,0.938746,3.846575,0.135099,20190722,0.021531,-0.840627,20181011,-0.013028,-1.096437,0.004624,20181029,0.014199,2.070352,20180205,-0.022594,-5.885769,0.010850,20190201,0.033191,2.059101,20181008,-0.019828,-2.827414,0.092534,20190102,0.180860,0.954533,20180102,-0.034801,-1.376090,开放式;混合型 ;高风险,20150430
001250,1325,0.456500,0.050456,20200305,20200319,0.471200,20150430,20200918,1.533053,0.084195,0.035351,0.010488,0.943061,3.849315,0.102410,20200706,0.018897,-0.815477,20200203,-0.021300,-1.207991,0.004302,20200629,0.031397,6.298964,20200120,-0.015530,-4.610353,0.011750,20200701,0.063588,4.411788,20161201,-0.019696,-2.676239,0.029937,20190102,0.092640,2.094496,20180102,0.022925,-0.234208,开放式;混合型 ;高风险,20150429
001252,1321,0.664000,0.303380,20180205,20181018,1.195266,20181018,20200818,0.525995,0.123338,0.177451,0.038108,0.949677,3.810959,0.195212,20190225,0.056133,-0.712451,20200203,-0.074120,-1.379690,0.021002,20200203,0.129147,5.149218,20180205,-0.141797,-7.751535,0.042490,20200203,0.152902,2.598506,20200302,-0.078223,-2.840959,0.263271,20190102,0.486433,0.847650,20180102,-0.242916,-1.922684,开放式;混合型 ;高风险,20150513
001254,1321,0.321000,0.263911,20180124,20181018,0.480562,20181018,20200901,0.272895,0.059626,0.108562,0.009212,0.950360,3.808219,0.095977,20190225,0.052731,-0.450593,20181011,-0.047761,-1.497632,0.012747,20180917,0.053427,3.191345,20180205,-0.099759,-8.825998,0.026528,20190201,0.096230,2.627448,20180601,-0.064815,-3.443229,0.184127,20190102,0.331915,0.802645,20180102,-0.183219,-1.995072,开放式;混合型 ;高风险,20150514
001255,1288,-0.127691,0.527397,20150612,20190103,1.095652,20190103,20200713,-0.194188,-0.024074,0.278461,0.010698,0.944282,3.736986,0.103429,20150804,0.068713,-0.335649,20150703,-0.113466,-2.097041,0.029688,20150803,0.119883,3.038139,20150817,-0.128571,-5.330799,0.069275,20151008,0.150228,1.168558,20150612,-0.215264,-4.107370,0.287645,20190102,0.448389,0.558829,20180102,-0.330150,-2.147770,开放式;混合型 ;高风险,20150609
001256,1278,0.755000,0.245854,20150612,20150915,1.362225,20150915,20200902,0.550054,0.140815,0.201462,0.037387,0.924078,3.789041,0.193357,20150717,0.060498,-0.687117,20150703,-0.100437,-1.519436,0.020383,20200203,0.061538,2.019059,20150630,-0.100437,-5.927394,0.045618,20160301,0.132998,1.915471,20160104,-0.114563,-3.511361,0.158709,20190102,0.312998,0.972153,20180102,-0.135772,-1.855481,开放式;混合型 ;高风险,20150521
001257,1289,0.362000,0.051871,20180518,20181018,0.389289,20150605,20200818,0.824622,0.067759,0.045789,0.009196,0.937455,3.767123,0.095894,20160628,0.017375,-0.818816,20160104,-0.016917,-1.176416,0.005338,20181029,0.023957,3.488452,20180205,-0.018239,-4.417089,0.011217,20180702,0.028210,1.514923,20181203,-0.025151,-3.242247,0.054783,20190102,0.137900,1.517215,20180102,-0.013987,-1.255321,开放式;债券型 ;低风险,20150529
001258,1289,0.327000,0.053587,20180518,20181018,0.354354,20150605,20200818,0.683969,0.061208,0.045627,0.007423,0.937455,3.767123,0.086156,20160628,0.016489,-0.808615,20160104,-0.016038,-1.186149,0.005320,20181029,0.024412,3.588904,20180205,-0.017715,-4.329939,0.011168,20180702,0.027703,1.480610,20181203,-0.024670,-3.208966,0.055550,20190102,0.134301,1.417673,20180102,-0.019486,-1.350789,开放式;债券型 ;低风险,20150529
001261,1327,0.157000,0.224739,20200225,20200330,0.724351,20190103,20200803,-0.006068,0.029030,0.159884,0.006178,0.947857,3.835616,0.078599,20190225,0.046911,-0.403160,20200203,-0.064870,-1.825337,0.019449,20200727,0.099918,4.137537,20200713,-0.079693,-5.097638,0.045193,20200701,0.203405,3.500764,20200302,-0.155140,-4.432803,0.126589,20190102,0.190012,0.501014,20180102,-0.167000,-2.319227,开放式;混合型 ;高风险,20150504
001264,1321,0.789390,0.169842,20200305,20200331,0.843341,20150508,20200818,1.050927,0.146183,0.110553,0.058245,0.944921,3.830137,0.241341,20200506,0.048780,-0.797877,20200203,-0.079842,-1.330825,0.010900,20200203,0.083460,6.657093,20200120,-0.039204,-4.596808,0.034853,20200203,0.159574,3.578522,20200302,-0.150418,-5.315819,0.156887,20190102,0.391219,1.493633,20160104,0.023301,-0.851479,开放式;混合型 ;高风险,20150506
001265,1308,0.363000,0.126023,20180123,20190103,0.382294,20150902,20200902,0.480902,0.067462,0.077899,0.009570,0.941007,3.808219,0.097825,20190225,0.044801,-0.542023,20190506,-0.049412,-1.505106,0.007577,20181029,0.033645,3.440157,20180205,-0.046015,-7.072633,0.019516,20190201,0.094424,3.838198,20190401,-0.036281,-2.859005,0.096669,20190102,0.169525,0.753669,20180102,-0.087140,-1.901435,开放式;混合型 ;高风险,20150514
001266,814,0.537614,0.350250,20180420,20190103,1.285204,20190103,20200818,0.512609,0.162711,0.258893,0.049463,0.594161,3.753425,0.222403,20200204,0.060683,-0.727147,20180206,-0.073663,-1.331214,0.029425,20200203,0.126636,3.303774,20180205,-0.093957,-4.193144,0.067529,20190201,0.158172,1.342283,20200302,-0.170172,-3.519992,0.491344,20190102,0.669715,0.363027,20180102,-0.279011,-1.567852,开放式;混合型 ;高风险,20150603
001267,1307,0.004000,0.500000,20150603,20160311,1.360000,20160310,20200805,-0.118710,0.000751,0.246393,0.019744,0.954015,3.753425,0.140513,20190510,0.045603,-0.675455,20150619,-0.086259,-1.613886,0.028691,20200203,0.089431,2.117064,20180205,-0.109091,-4.802303,0.061878,20190201,0.130354,1.106632,20160104,-0.216095,-4.492291,0.372144,20190102,0.547431,0.471020,20150603,-0.268000,-1.720152,开放式;混合型 ;高风险,20150603
001268,1291,0.067000,0.574788,20150605,20190103,1.573009,20190103,20200806,-0.052245,0.012452,0.335884,0.020419,0.928777,3.808219,0.142895,20150717,0.070312,-0.507942,20150703,-0.147450,-2.031878,0.035675,20200203,0.119481,2.349131,20150630,-0.147450,-5.133140,0.076198,20200203,0.158442,1.079352,20160104,-0.211722,-3.778599,0.385117,20190102,0.686534,0.782664,20160104,-0.234450,-1.608775,开放式;混合型 ;高风险,20150514
001270,1325,0.639343,0.187692,20200225,20200330,0.843426,20150508,20200713,0.692796,0.118397,0.127594,0.031129,0.948461,3.827397,0.176433,20161219,0.047823,-0.728947,20200203,-0.056841,-1.322166,0.015247,20200203,0.062958,3.129310,20200713,-0.087746,-6.755104,0.032797,20200203,0.105204,2.207723,20200302,-0.120748,-4.681662,0.157953,20190102,0.335148,1.121822,20180102,-0.089846,-1.568815,开放式;混合型 ;高风险,20150507
001271,1325,0.583267,0.186945,20200225,20200330,0.787946,20161216,20200713,0.613656,0.108012,0.127127,0.025782,0.948461,3.827397,0.160568,20161219,0.048058,-0.700702,20200203,-0.056583,-1.352394,0.015163,20200203,0.062447,3.118408,20200713,-0.087356,-6.761162,0.032551,20200203,0.104052,2.196593,20200302,-0.120143,-4.690896,0.153989,20190102,0.319219,1.072991,20180102,-0.098098,-1.637047,开放式;混合型 ;高风险,20150507
001272,1319,1.051000,0.381064,20171113,20190103,1.166000,20150508,20200828,1.127093,0.194630,0.146066,0.053078,0.944166,3.827397,0.230386,20181022,0.048693,-0.788648,20200203,-0.064174,-1.278552,0.018301,20181029,0.091238,3.985404,20180813,-0.053441,-3.920139,0.043664,20200701,0.147092,2.368690,20181203,-0.100910,-3.311034,0.302873,20190102,0.509363,0.681769,20180102,-0.302758,-1.999619,开放式;混合型 ;高风险,20150507
001273,1149,0.169000,0.282977,20180312,20190807,0.460963,20190807,20200902,0.010191,0.031472,0.144429,0.006401,0.829004,3.797260,0.080009,20200706,0.066929,-0.163476,20190506,-0.069339,-1.866646,0.014512,20200629,0.069474,3.787423,20190422,-0.064128,-5.419070,0.037318,20190201,0.113025,2.028697,20190401,-0.130066,-4.485346,0.088522,20170103,0.049383,-0.442140,20180102,-0.154472,-2.745013,开放式;混合型 ;高风险,20150518
001274,193,0.000000,0.056938,20150612,20150915,0.076121,20150915,20151020,-0.425845,0.000000,0.070448,0.000138,0.276901,1.909589,0.011754,20150916,0.017727,0.508112,20151120,-0.028183,-3.397650,0.004531,20150907,0.022798,4.031982,20151117,-0.030068,-7.636617,0.008244,20151008,0.029087,2.528340,20151103,-0.024390,-3.958583,0.000000,20150519,0.000000,nan,20150519,0.000000,nan,开放式;混合型 ;高风险,20150518
001275,1255,0.056225,0.504888,20151230,20181018,0.731560,20150915,20151230,-0.072326,0.010835,0.264976,0.027432,0.950758,3.616438,0.165625,20150916,0.084643,-0.488945,20160107,-0.085223,-1.514554,0.028788,20150907,0.146746,4.097497,20160125,-0.139915,-5.860233,0.066998,20160301,0.185185,1.764034,20160104,-0.207109,-4.091269,0.273093,20150724,0.398594,0.459553,20170103,-0.274492,-2.005120,开放式;混合型 ;高风险,20150723
001276,1276,0.227600,0.379981,20150605,20190103,1.015674,20190103,20200805,0.049745,0.042602,0.253333,0.012786,0.925980,3.775342,0.113074,20150717,0.131327,0.161426,20150703,-0.129070,-2.141464,0.025603,20200203,0.133005,4.194900,20150630,-0.129070,-6.041201,0.065604,20200701,0.232143,2.538529,20160104,-0.204301,-4.114140,0.203791,20190102,0.302469,0.484211,20180102,-0.228774,-2.122588,开放式;混合型 ;高风险,20150526
001277,1294,-0.071146,0.425435,20150612,20190103,0.627388,20190103,20200713,-0.172727,-0.013269,0.250509,0.005198,0.934971,3.791781,0.072095,20150605,0.067745,-0.060337,20150619,-0.110704,-2.535532,0.025670,20151102,0.091027,2.546061,20150630,-0.138445,-6.393271,0.055037,20160301,0.112782,1.049213,20160104,-0.179826,-4.267386,0.190066,20190102,0.263492,0.386322,20180102,-0.244076,-2.284167,开放式;股票型 ;高风险,20150520
001278,1279,0.890000,0.144476,20160222,20160310,1.129139,20160310,20200902,1.038894,0.168403,0.133222,0.082292,0.942520,3.717808,0.286866,20190225,0.046429,-0.838152,20160225,-0.074286,-1.258957,0.014890,20200203,0.074316,3.991084,20160222,-0.077432,-6.200304,0.039948,20190201,0.201812,4.051858,20200302,-0.065891,-2.649426,0.249659,20190102,0.565684,1.265827,20180102,-0.072139,-1.288952,开放式;混合型 ;高风险,20150616
001279,1316,0.612000,0.394052,20171113,20181016,1.676380,20181016,20200807,0.348627,0.114086,0.241191,0.043254,0.950867,3.791781,0.207976,20190225,0.060976,-0.706815,20200203,-0.071967,-1.346033,0.027536,20200203,0.132552,3.813812,20200224,-0.088556,-4.216034,0.068626,20190201,0.214872,2.131075,20160104,-0.164798,-3.401403,0.375772,20190102,0.679105,0.807224,20180102,-0.307297,-1.817775,开放式;混合型 ;高风险,20150520
001280,1315,1.290000,0.283217,20180123,20190103,1.374000,20150515,20200902,1.300709,0.239740,0.161251,0.080112,0.946043,3.808219,0.283040,20150817,0.072115,-0.745211,20200203,-0.059406,-1.209886,0.018498,20200203,0.083553,3.516837,20180205,-0.100931,-6.456285,0.041030,20200701,0.133538,2.254633,20200302,-0.082746,-3.016729,0.281778,20190102,0.537270,0.906716,20180102,-0.239107,-1.848566,开放式;混合型 ;高风险,20150514
001281,1310,1.254365,0.218921,20180124,20190103,1.429641,20150529,20200805,1.319924,0.233952,0.154518,0.124637,0.945166,3.797260,0.353040,20200204,0.040460,-0.885395,20200203,-0.072529,-1.205440,0.017617,20200203,0.090610,4.143325,20180205,-0.075708,-5.297398,0.040922,20200701,0.132382,2.235011,20200302,-0.120812,-3.952275,0.268090,20170103,0.508171,0.895525,20180102,-0.149077,-1.556071,开放式;混合型 ;高风险,20150518
001282,572,0.272416,0.029923,20200120,20200203,0.305647,20181018,20200901,1.617943,0.117254,0.053929,0.008390,0.415396,3.772603,0.091597,20190225,0.016111,-0.824109,20200203,-0.019751,-1.215632,0.005742,20200706,0.027687,3.822253,20200713,-0.017596,-4.064738,0.014253,20200701,0.042715,1.997004,20200302,-0.011753,-1.824654,0.128397,20190102,0.171396,0.334892,20180605,-0.010185,-1.079322,开放式;混合型 ;高风险,20150527
001283,1292,0.477000,0.187030,20180205,20181018,0.517924,20150703,20200902,0.703644,0.090257,0.085635,0.010647,0.954210,3.709589,0.103184,20150707,0.066491,-0.355608,20190506,-0.039147,-1.379396,0.010501,20150706,0.065070,5.196418,20180205,-0.063621,-7.058481,0.024476,20200701,0.074249,2.033474,20200302,-0.051985,-3.123880,0.099508,20190102,0.166667,0.674907,20180102,-0.095791,-1.962645,开放式;混合型 ;高风险,20150619
001284,1292,0.385400,0.200557,20180205,20181018,0.452090,20150826,20200902,0.496880,0.072924,0.086388,0.009332,0.954210,3.709589,0.096601,20200706,0.027848,-0.711725,20190506,-0.042037,-1.435159,0.010403,20180917,0.039823,2.827914,20180205,-0.067780,-7.515297,0.024879,20200701,0.078791,2.167015,20200302,-0.055450,-3.228824,0.110106,20190102,0.177392,0.611094,20180102,-0.104673,-1.950654,开放式;混合型 ;高风险,20150619
001285,1316,0.431000,0.047462,20180124,20180927,0.437000,20150515,20200918,1.673091,0.080099,0.029944,0.013382,0.946763,3.808219,0.115679,20190722,0.022701,-0.803755,20180209,-0.010462,-1.090441,0.003338,20170605,0.012579,2.768427,20180205,-0.026587,-8.965084,0.009640,20181008,0.039096,3.055464,20161201,-0.014032,-2.455516,0.030697,20170103,0.096408,2.140610,20150515,0.026000,-0.153021,开放式;混合型 ;高风险,20150514
001286,1316,0.406000,0.052901,20180124,20180927,0.413000,20150515,20200918,1.511950,0.075453,0.030063,0.011886,0.946763,3.808219,0.109023,20190722,0.023160,-0.787571,20180209,-0.010546,-1.096730,0.003355,20170605,0.012681,2.779944,20180205,-0.026038,-8.761311,0.009848,20181008,0.039648,3.025751,20161201,-0.014124,-2.434158,0.031551,20170103,0.095147,2.015644,20150515,0.020900,-0.337587,开放式;混合型 ;高风险,20150514
001287,1315,1.559800,0.288509,20180123,20190103,1.651100,20150522,20200902,1.444415,0.290918,0.180639,0.154266,0.950145,3.791781,0.392767,20181022,0.053237,-0.864457,20200203,-0.077104,-1.196309,0.019695,20200203,0.078744,2.998167,20180205,-0.114807,-6.829276,0.046808,20190201,0.150442,2.214000,20200302,-0.106256,-3.270010,0.320331,20190102,0.584583,0.824932,20180102,-0.222100,-1.693343,开放式;混合型 ;高风险,20150520
001289,1315,0.613000,0.021926,20161024,20161220,0.613000,20150515,20200930,2.784241,0.113923,0.030142,0.021418,0.946043,3.808219,0.146349,20151228,0.031250,-0.786470,20200203,-0.009246,-1.063177,0.004752,20160104,0.044801,8.427882,20180205,-0.013314,-3.801682,0.014634,20151201,0.083256,4.689280,20161201,-0.009442,-1.645224,0.049145,20150515,0.171000,2.479486,20170103,0.054802,0.115107,开放式;混合型 ;高风险,20150514
001291,1259,0.150699,0.383904,20161125,20190103,0.825826,20190103,20200902,-0.007551,0.028309,0.223905,0.012205,0.918308,3.756164,0.110478,20150916,0.057971,-0.475271,20150821,-0.100508,-1.909752,0.022024,20200203,0.076355,2.466860,20180205,-0.079167,-4.594537,0.057220,20160301,0.140362,1.453023,20160104,-0.167620,-3.929402,0.215971,20190102,0.306886,0.420959,20180102,-0.281915,-2.305335,开放式;股票型 ;高风险,20150602
001294,1271,0.026839,0.553211,20151222,20190103,1.188912,20190103,20200902,-0.103953,0.005108,0.239459,0.023022,0.945685,3.682192,0.151731,20160302,0.055191,-0.636262,20160225,-0.081609,-1.537853,0.025996,20160314,0.072427,1.786082,20180205,-0.106439,-5.094437,0.062688,20160301,0.166886,1.662156,20160104,-0.226396,-4.611462,0.259901,20190102,0.324544,0.248719,20180102,-0.384615,-2.479852,开放式;混合型 ;高风险,20150629
001296,829,0.440300,0.209689,20180124,20181018,0.689580,20181018,20200805,0.702266,0.128260,0.139918,0.017623,0.912996,2.487671,0.132751,20200828,0.032301,-0.756675,20200724,-0.047463,-1.357532,0.015119,20200727,0.055820,2.692055,20180205,-0.073171,-5.839686,0.036682,20200701,0.132333,2.607541,20180201,-0.047410,-2.292447,0.169828,20190102,0.183640,0.081329,20180102,-0.149584,-1.880799,开放式;混合型 ;高风险,20170426
001297,1286,-0.009018,0.624104,20151125,20181029,1.814621,20181029,20200902,-0.119344,-0.001700,0.265620,0.023329,0.942815,3.736986,0.152738,20160330,0.050489,-0.669442,20160104,-0.086768,-1.568085,0.030310,20151102,0.094959,2.132945,20180205,-0.131175,-5.327823,0.072537,20200701,0.162403,1.238902,20160104,-0.287411,-4.962280,0.408933,20190102,0.667513,0.632329,20160104,-0.345606,-1.845141,开放式;混合型 ;高风险,20150609
001298,1259,0.898000,0.301871,20180205,20181018,1.311815,20181018,20200930,0.643128,0.168693,0.215653,0.044368,0.918308,3.756164,0.210636,20190401,0.059057,-0.719624,20190506,-0.063738,-1.302598,0.025547,20200203,0.165579,5.481259,20180205,-0.107993,-5.227175,0.046044,20190301,0.163441,2.549638,20180301,-0.096469,-3.095125,0.246219,20190102,0.449223,0.824490,20180102,-0.234218,-1.951259,开放式;混合型 ;高风险,20150602
001299,1296,0.266968,0.028208,20161024,20161220,0.277497,20150619,20200506,1.933747,0.050332,0.010514,0.005592,0.950844,3.734246,0.074783,20180418,0.005343,-0.928555,20150619,-0.005020,-1.067129,0.001646,20180416,0.006239,2.789468,20161212,-0.011070,-7.723958,0.005200,20151201,0.014507,1.789865,20160401,-0.010300,-2.980769,0.021222,20180102,0.070191,2.307501,20170103,0.016682,-0.213920,开放式;债券型 ;低风险,20150610
001300,1294,0.335015,0.475952,20150612,20181018,1.726577,20181018,20200902,0.134618,0.062708,0.242968,0.021047,0.939042,3.775342,0.145074,20190225,0.050571,-0.651414,20150619,-0.113226,-1.780472,0.026553,20200203,0.098930,2.725800,20180205,-0.107866,-5.062318,0.069348,20200701,0.246385,2.552872,20160104,-0.209512,-4.021152,0.289014,20190102,0.457810,0.584039,20180102,-0.303827,-2.051254,开放式;混合型 ;高风险,20150526
001301,1294,0.277497,0.490471,20150612,20181018,1.687008,20181018,20200902,0.090240,0.051942,0.243150,0.018783,0.939042,3.775342,0.137051,20190225,0.050505,-0.631486,20150619,-0.113340,-1.826994,0.026564,20200203,0.100139,2.769718,20180205,-0.107905,-5.062051,0.069298,20200701,0.245322,2.540106,20160104,-0.209573,-4.024230,0.285347,20190102,0.443623,0.554678,20180102,-0.309343,-2.084095,开放式;混合型 ;高风险,20150526
001302,1268,0.227000,0.490371,20160711,20181018,1.021592,20181018,20200806,0.051584,0.043425,0.260258,0.021462,0.950525,3.654794,0.146500,20200727,0.076399,-0.478502,20200203,-0.077578,-1.529543,0.028717,20200323,0.097189,2.384436,20200224,-0.106112,-4.695159,0.069342,20200701,0.283486,3.088228,20170901,-0.109361,-2.577128,0.205555,20190102,0.311354,0.514704,20170103,-0.158031,-1.768803,开放式;混合型 ;高风险,20150709
001303,1310,0.207000,0.234599,20180123,20180705,0.373760,20180705,20200805,0.086850,0.038608,0.099108,0.006038,0.947216,3.789041,0.077706,20180212,0.039924,-0.486221,20200203,-0.042135,-1.542231,0.011820,20200203,0.088954,6.525728,20200224,-0.060449,-6.114136,0.022758,20200203,0.063539,1.791893,20180601,-0.074570,-4.276604,0.107382,20190102,0.085822,-0.200782,20180102,-0.176033,-2.639317,开放式;混合型 ;高风险,20150521
001304,1320,0.254871,0.112642,20200225,20200323,0.264862,20150515,20200918,0.344006,0.047366,0.050483,0.003020,0.949640,3.808219,0.054955,20200706,0.024147,-0.560609,20200323,-0.032600,-1.593218,0.005521,20200629,0.028253,4.117523,20200224,-0.034091,-7.174862,0.015685,20200701,0.050804,2.239015,20200302,-0.083265,-6.308504,0.036748,20150515,0.069038,0.878705,20180102,-0.020884,-1.568306,开放式;混合型 ;高风险,20150514
001305,1286,-0.072000,0.509000,20150612,20181018,1.038493,20181018,20200901,-0.188278,-0.013574,0.231436,0.012770,0.943507,3.734246,0.113004,20190225,0.048696,-0.569081,20200203,-0.087943,-1.778229,0.024536,20200706,0.086364,2.519893,20160222,-0.098522,-5.015434,0.059732,20190201,0.157692,1.639984,20160104,-0.136782,-3.289910,0.242185,20190102,0.324111,0.338279,20180102,-0.271693,-2.121841,开放式;混合型 ;高风险,20150610
001306,1291,0.658000,0.319963,20180205,20190103,1.399177,20181018,20200901,0.407628,0.123608,0.229641,0.038926,0.943024,3.750685,0.197297,20200204,0.057183,-0.710167,20150703,-0.087912,-1.445583,0.024737,20200203,0.118310,3.782656,20180205,-0.097948,-4.959521,0.055966,20200701,0.166433,1.973839,20160104,-0.145055,-3.591861,0.271084,20190102,0.447332,0.650160,20180102,-0.284742,-2.050384,开放式;混合型 ;高风险,20150604
