"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2017年2月8日","3,166.98","3,148.09","3,167.45","3,132.03","14.49B","0.44%"
"2017年2月7日","3,153.09","3,154.40","3,159.54","3,140.04","12.83B","-0.12%"
"2017年2月6日","3,156.98","3,143.09","3,158.84","3,135.39","12.72B","0.54%"
"2017年2月3日","3,140.17","3,160.08","3,162.68","3,136.01","9.22B","-0.60%"
"2017年1月26日","3,159.17","3,149.22","3,163.10","3,148.91","11.39B","0.31%"
"2017年1月25日","3,149.55","3,137.65","3,151.47","3,133.19","11.21B","0.22%"
"2017年1月24日","3,142.55","3,134.59","3,149.53","3,131.22","12.60B","0.18%"
"2017年1月23日","3,136.77","3,125.42","3,145.84","3,125.42","13.27B","0.44%"
"2017年1月20日","3,123.14","3,095.82","3,125.66","3,095.21","12.24B","0.70%"
"2017年1月19日","3,101.30","3,104.97","3,115.78","3,094.01","12.39B","-0.38%"
"2017年1月18日","3,113.01","3,104.77","3,123.72","3,098.59","13.18B","0.14%"
"2017年1月17日","3,108.77","3,087.03","3,108.91","3,072.34","13.62B","0.17%"
"2017年1月16日","3,103.43","3,104.49","3,105.14","3,044.29","25.79B","-0.30%"
"2017年1月13日","3,112.76","3,116.08","3,130.51","3,102.16","15.63B","-0.21%"
"2017年1月12日","3,119.29","3,133.60","3,144.97","3,115.98","14.89B","-0.56%"
"2017年1月11日","3,136.75","3,156.69","3,167.03","3,136.27","17.84B","-0.79%"
"2017年1月10日","3,161.67","3,167.57","3,174.58","3,157.33","17.98B","-0.30%"
"2017年1月9日","3,171.24","3,148.53","3,173.14","3,147.74","17.17B","0.54%"
"2017年1月6日","3,154.32","3,163.78","3,172.03","3,153.03","18.37B","-0.35%"
"2017年1月5日","3,165.41","3,157.91","3,168.50","3,154.28","17.47B","0.21%"
"2017年1月4日","3,158.79","3,133.79","3,160.10","3,130.11","16.79B","0.73%"
"2017年1月3日","3,135.92","3,105.31","3,136.46","3,105.31","14.16B","1.04%"
