code,nums,totalReturn,maxDrawDown,sharpe,annualizedReturns,annualizedVolatility,variance,perValidData,durationYear,maxupday,permaxupday,maxdownday,permaxdownday,maxupweek,permaxupweek,maxdownweek,permaxdownweek,maxupmonth,permaxupmonth,maxdownmonth,permaxdownmonth,maxupyear,permaxupyear,maxdownyear,permaxdownyear,tags,createtime,mddStart,mddEnd
000001,183,0.073382,0.048313,0.554868,0.073382,0.078184,0.001287,0.039170,12.800000,20200713,0.010039,20200203,-0.021437,20200706,0.021025,20200224,-0.020270,20200701,0.040594,20200302,-0.028478,20200102,-999999.000000,20200102,999999.000000,开放式;混合型 ;高风险,20011218,20200225,20200323
000003,183,0.093986,0.122109,0.298609,0.093986,0.214281,0.004950,0.094087,5.328767,20200706,0.059406,20200203,-0.066640,20200629,0.129065,20200713,-0.061760,20200701,0.126719,20200302,-0.054493,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130320,20200305,20200525
000004,183,0.090988,0.123034,0.284691,0.090988,0.214226,0.004868,0.094087,5.328767,20200706,0.059459,20200203,-0.066640,20200629,0.130346,20200713,-0.062659,20200701,0.125971,20200302,-0.053589,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130320,20200305,20200525
000005,183,0.012565,0.019327,-1.006615,0.012565,0.017321,0.000051,0.093510,5.361644,20200407,0.006473,20200605,-0.002245,20200420,0.005116,20200601,-0.007205,20200401,0.016000,20200601,-0.007205,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130308,20200430,20200930
000006,183,0.473284,0.146275,1.588149,0.473284,0.279120,0.039115,0.410314,1.221918,20200204,0.041767,20200203,-0.086101,20200203,0.102652,20200224,-0.057183,20200701,0.158217,20200302,-0.098502,20200102,-999999.000000,20200102,999999.000000,开放式;混合型 ;高风险,20190319,20200225,20200323
000008,183,0.156147,0.139803,0.501606,0.156147,0.251486,0.010261,0.094184,5.323287,20200706,0.037761,20200203,-0.079213,20200203,0.073267,20200713,-0.066719,20200701,0.117967,20200302,-0.099164,20200102,-999999.000000,20200102,999999.000000,开放式;ETF联接基金 ;高风险,20130322,20200225,20200323
000011,183,0.172118,0.154786,0.738081,0.172118,0.192550,0.012821,0.045185,11.095890,20200302,0.028902,20200203,-0.061448,20200629,0.052691,20200120,-0.035646,20200701,0.121922,20200302,-0.081115,20200102,-999999.000000,20200102,999999.000000,开放式;混合型 ;高风险,20040811,20200113,20200323
000014,183,0.144817,0.079116,0.793711,0.144817,0.144659,0.004053,0.094039,5.331507,20200706,0.031052,20200203,-0.044935,20200629,0.050408,20200224,-0.029936,20200701,0.100437,20200302,-0.043066,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130319,20200224,20200525
000015,183,0.018699,0.015295,-1.033602,0.018699,0.010934,0.000041,0.093510,5.361644,20200203,0.003723,20200709,-0.002212,20200720,0.002950,20200601,-0.006574,20200401,0.007337,20200601,-0.004383,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130308,20200424,20200713
000016,183,0.016141,0.016479,-1.236554,0.016141,0.011207,0.000036,0.093510,5.361644,20200203,0.003828,20200605,-0.002266,20200720,0.003037,20200601,-0.006767,20200401,0.007547,20200601,-0.004511,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130308,20200429,20200713
000017,183,0.284281,0.139503,1.300065,0.284281,0.195591,0.014804,0.094427,5.309589,20200325,0.028427,20200203,-0.044634,20200203,0.057346,20200224,-0.046028,20200601,0.113533,20200302,-0.088411,20200102,-999999.000000,20200102,999999.000000,开放式;混合型 ;高风险,20130327,20200225,20200323
000020,183,0.373533,0.128455,1.599929,0.373533,0.214717,0.020969,0.094039,5.331507,20200204,0.030679,20200203,-0.057163,20200203,0.065741,20200713,-0.041018,20200701,0.115908,20200302,-0.085787,20200102,-999999.000000,20200102,999999.000000,开放式;混合型 ;高风险,20130319,20200225,20200323
000021,183,0.174038,0.148563,0.732623,0.174038,0.196607,0.006686,0.053105,9.441096,20200204,0.031634,20200203,-0.044986,20200203,0.057968,20200713,-0.053963,20200203,0.084302,20200302,-0.110780,20200102,-999999.000000,20200102,999999.000000,开放式;混合型 ;高风险,20061124,20200225,20200323
000024,183,0.033852,0.006012,0.209832,0.033852,0.018359,0.000126,0.094379,5.312329,20200706,0.006055,20200724,-0.003364,20200629,0.008658,20200713,-0.003377,20200701,0.013369,20200506,-0.003340,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130326,20200506,20200611
000025,183,0.030838,0.006106,0.045837,0.030838,0.018280,0.000111,0.094379,5.312329,20200706,0.005405,20200716,-0.003367,20200629,0.009550,20200601,-0.003399,20200701,0.013587,20200506,-0.003392,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130326,20200430,20200611
000028,183,0.017574,0.049093,-0.154603,0.017574,0.080374,0.000397,0.095812,5.232877,20200706,0.020226,20200716,-0.021330,20200203,0.016669,20200713,-0.041259,20200203,0.025914,20200302,-0.028192,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130424,20200224,20200323
000029,183,0.224581,0.114977,0.894421,0.224581,0.217550,0.009496,0.095213,5.265753,20200729,0.039880,20200203,-0.060187,20200203,0.093899,20200713,-0.066795,20200701,0.181146,20200302,-0.077468,20200102,-999999.000000,20200102,999999.000000,开放式;混合型 ;高风险,20130412,20200803,20200910
000030,183,0.178557,0.149786,0.578490,0.178557,0.256802,0.013021,0.095511,5.249315,20200709,0.037203,20200203,-0.080528,20200706,0.083539,20200120,-0.040097,20200701,0.128866,20200302,-0.057007,20200102,-999999.000000,20200102,999999.000000,开放式;混合型 ;高风险,20130418,20200305,20200323
000031,183,0.416209,0.265687,1.121768,0.416209,0.344286,0.035288,0.055946,8.961644,20200707,0.047273,20200203,-0.081522,20200706,0.098182,20200224,-0.081061,20200401,0.166182,20200302,-0.201089,20200102,-999999.000000,20200102,999999.000000,开放式;混合型 ;高风险,20070910,20200225,20200323
000032,183,0.015816,0.018868,-1.194581,0.015816,0.011874,0.000043,0.095812,5.232877,20200407,0.003531,20200709,-0.002128,20200720,0.002845,20200601,-0.006325,20200401,0.010593,20200601,-0.007027,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130424,20200429,20200715
000033,183,0.013181,0.019987,-1.413586,0.013181,0.011898,0.000042,0.095812,5.232877,20200407,0.004345,20200603,-0.002888,20200720,0.002920,20200601,-0.006561,20200401,0.010789,20200601,-0.007210,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130424,20200429,20200715
000039,183,0.354297,0.174958,0.959070,0.354297,0.338137,0.020425,0.094379,5.312329,20200204,0.058481,20200203,-0.076085,20200203,0.172734,20200224,-0.084372,20200701,0.151057,20200302,-0.106206,20200102,-999999.000000,20200102,999999.000000,开放式;混合型 ;高风险,20130326,20200224,20200401
000041,174,0.140367,0.263345,0.321144,0.140367,0.343669,0.012957,0.053687,8.879452,20200324,0.074879,20200316,-0.100967,20200323,0.084541,20200224,-0.057711,20200401,0.162374,20200302,-0.106796,20200102,-999999.000000,20200102,999999.000000,开放式;股票型 ;高风险,20071009,20200219,20200323
000042,183,0.127604,0.104572,0.582869,0.127604,0.167455,0.006196,0.094184,5.323287,20200706,0.038126,20200203,-0.057618,20200629,0.050968,20200120,-0.033959,20200701,0.106800,20200302,-0.061710,20200102,-999999.000000,20200102,999999.000000,开放式;股票型 ;高风险,20130322,20200305,20200323
000043,182,0.175159,0.286375,0.391298,0.175159,0.370968,0.011889,0.097955,5.090411,20200313,0.088089,20200316,-0.116090,20200323,0.097230,20200224,-0.073333,20200401,0.173035,20200302,-0.122355,20200102,-999999.000000,20200102,999999.000000,开放式;股票型 ;高风险,20130614,20200219,20200323
000044,182,0.200519,0.295992,0.462214,0.200519,0.368919,0.013616,0.097955,5.090411,20200313,0.081646,20200316,-0.115272,20200323,0.105624,20200224,-0.071173,20200401,0.177440,20200302,-0.135334,20200102,-999999.000000,20200102,999999.000000,开放式;股票型 ;高风险,20130614,20200219,20200323
000045,183,0.042027,0.024894,0.315390,0.042027,0.038134,0.000273,0.094525,5.304110,20200407,0.006104,20200716,-0.008945,20200629,0.010322,20200713,-0.007147,20200401,0.018519,20200302,-0.010996,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130329,20200305,20200323
000046,183,0.039277,0.024938,0.237939,0.039277,0.038988,0.000251,0.094525,5.304110,20200407,0.006333,20200716,-0.009197,20200629,0.009988,20200713,-0.007895,20200401,0.018389,20200302,-0.011292,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130329,20200305,20200323
000047,183,0.135309,0.037140,1.106157,0.135309,0.095203,0.002141,0.093798,5.345205,20200706,0.015976,20200716,-0.022197,20200203,0.029812,20200713,-0.029876,20200701,0.061899,20200506,-0.020049,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130314,20200806,20200910
000048,183,0.132940,0.037246,1.084293,0.132940,0.094938,0.002091,0.093798,5.345205,20200706,0.016265,20200716,-0.022016,20200203,0.029644,20200713,-0.029834,20200701,0.061774,20200506,-0.019778,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130314,20200806,20200910
000049,168,-0.103154,0.386189,-0.353530,-0.103154,0.376642,0.009572,0.086375,5.328767,20200324,0.100000,20200309,-0.104675,20200323,0.102778,20200224,-0.105027,20200401,0.207711,20200302,-0.191677,20200102,-999999.000000,20200102,999999.000000,开放式;股票型 ;高风险,20130319,20200102,20200323
000051,183,0.117757,0.153134,0.373949,0.117757,0.234677,0.008922,0.064596,7.761644,20200706,0.053504,20200203,-0.074683,20200629,0.072564,20200713,-0.058020,20200701,0.106088,20200302,-0.091109,20200102,-999999.000000,20200102,999999.000000,开放式;ETF联接基金 ;高风险,20090710,20200305,20200323
000053,183,0.018413,0.013336,-1.282065,0.018413,0.009038,0.000024,0.096265,5.208219,20200309,0.002265,20200603,-0.002565,20200720,0.003468,20200601,-0.006434,20200401,0.007289,20200601,-0.005872,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130503,20200506,20200714
000054,183,0.054075,0.046602,0.377207,0.054075,0.063823,0.000504,0.093750,5.347945,20200310,0.008622,20200203,-0.014399,20200203,0.020871,20200224,-0.019769,20200203,0.031446,20200302,-0.033427,20200102,-999999.000000,20200102,999999.000000,开放式;债券型 ;低风险,20130313,20200225,20200401
000055,182,0.223308,0.267171,0.523095,0.223308,0.369546,0.015194,0.088998,5.602740,20200313,0.093370,20200316,-0.114957,20200323,0.074392,20200224,-0.064220,20200401,0.178119,20200302,-0.119140,20200102,-999999.000000,20200102,999999.000000,开放式;股票型 ;高风险,20120815,20200219,20200320
