code,nums,totalReturn,maxDrawDown,sharpe,annualizedReturns,annualizedVolatility,variance,perValidData,durationYear,maxupday,permaxupday,maxdownday,permaxdownday,maxupweek,permaxupweek,maxdownweek,permaxdownweek,maxupmonth,permaxupmonth,maxdownmonth,permaxdownmonth,maxupyear,permaxupyear,maxdownyear,permaxdownyear,tags,createtime,mddStart,mddEnd
001399,1305,0.467800,0.051640,1.360166,0.087878,0.042552,0.012972,0.953947,3.747945,20200706,0.015162,20200203,-0.020319,20200629,0.033226,20180205,-0.016154,20200701,0.043381,20200302,-0.020969,20190102,0.134696,20180102,-0.020723,开放式;混合型 ;高风险,20150605,20200305,20200323
001400,1305,0.443600,0.051771,1.253210,0.083332,0.042556,0.011765,0.953947,3.747945,20200706,0.015194,20200203,-0.020400,20200629,0.033249,20180205,-0.016253,20200701,0.043284,20200302,-0.021068,20190102,0.132289,20180102,-0.022735,开放式;混合型 ;高风险,20150605,20200305,20200323
001402,1290,0.228000,0.295902,0.120276,0.042831,0.106677,0.004268,0.942982,3.747945,20190225,0.041978,20181008,-0.046845,20181029,0.069351,20180205,-0.085246,20190102,0.093533,20181008,-0.087262,20190102,0.234411,20180102,-0.239376,开放式;混合型 ;高风险,20150605,20180123,20190103
001403,1273,0.402000,0.432667,0.184526,0.076502,0.252005,0.024555,0.947173,3.682192,20181022,0.058124,20200203,-0.077083,20200727,0.087268,20180205,-0.117851,20200701,0.189358,20160104,-0.170543,20190102,0.594880,20180102,-0.322906,开放式;混合型 ;高风险,20150629,20151125,20181016
001404,1281,0.190000,0.485385,0.019811,0.035951,0.300399,0.023904,0.946086,3.709589,20150916,0.068713,20160107,-0.084178,20200203,0.118421,20150817,-0.135922,20200203,0.149123,20160104,-0.243539,20190102,0.508532,20180102,-0.329571,开放式;股票型 ;高风险,20150619,20151222,20190103
001405,1303,0.402800,0.040398,1.188697,0.075668,0.038418,0.011185,0.952485,3.747945,20200706,0.015390,20200203,-0.015919,20150810,0.020042,20150817,-0.018689,20200701,0.037702,20200302,-0.024883,20190102,0.104249,20180102,0.006298,开放式;混合型 ;高风险,20150605,20200305,20200323
001406,1303,0.315000,0.041916,0.750347,0.059174,0.038881,0.007911,0.952485,3.747945,20200706,0.015614,20200203,-0.016206,20200629,0.019803,20150817,-0.021084,20200701,0.037630,20150803,-0.028028,20190102,0.099555,20150605,-0.006000,开放式;混合型 ;高风险,20150605,20150630,20150825
001407,1299,0.284600,0.024164,1.112916,0.053657,0.021256,0.005673,0.912219,3.901370,20190722,0.012810,20200724,-0.010085,20151102,0.015686,20200713,-0.011637,20200203,0.021311,20161201,-0.013072,20190102,0.072773,20160104,0.013423,开放式;混合型 ;高风险,20150410,20161024,20161221
001408,1295,0.239418,0.130744,0.180144,0.045302,0.084943,0.002662,0.954311,3.717808,20200706,0.034330,20200203,-0.048408,20200203,0.056026,20200224,-0.057453,20200401,0.086710,20200302,-0.091060,20170103,0.063893,20180102,-0.051105,开放式;混合型 ;高风险,20150616,20200225,20200330
001409,1291,-0.424000,0.755641,-0.356647,-0.079650,0.307447,0.012938,0.943713,3.747945,20150810,0.057607,20150703,-0.132099,20150907,0.089109,20150630,-0.132099,20151008,0.155525,20160104,-0.235659,20190102,0.565217,20180102,-0.373930,开放式;股票型 ;高风险,20150605,20150612,20190103
001410,1262,2.411000,0.311034,1.600954,0.466357,0.272560,0.493265,0.961890,3.594521,20160330,0.057432,20190506,-0.079902,20200203,0.111694,20200713,-0.104971,20200203,0.209051,20160104,-0.221698,20190102,0.888597,20180102,-0.174269,开放式;股票型 ;高风险,20150731,20151125,20160128
001411,1296,0.115000,0.064706,-0.232759,0.021749,0.035450,0.002400,0.956458,3.712329,20200918,0.014171,20200203,-0.017376,20200203,0.025641,20200803,-0.019608,20200203,0.036251,20200803,-0.024808,20190102,0.085619,20180102,-0.027752,开放式;混合型 ;高风险,20150618,20200714,20200925
001412,1295,0.382530,0.070289,0.903097,0.072381,0.046929,0.010305,0.956425,3.709589,20200706,0.014484,20200203,-0.020676,20200323,0.026995,20150817,-0.024480,20200401,0.042984,20200302,-0.035278,20190102,0.111957,20180102,-0.015496,开放式;混合型 ;高风险,20150619,20200305,20200323
001413,1250,0.204700,0.168433,0.101310,0.038593,0.084816,0.003838,0.918442,3.728767,20190722,0.044307,20200203,-0.058178,20200727,0.081712,20180625,-0.048077,20200701,0.103659,20180601,-0.103396,20190102,0.155493,20180102,-0.141123,开放式;混合型 ;高风险,20150612,20180126,20180705
001414,1250,0.144000,0.184270,-0.033308,0.027149,0.085602,0.003719,0.918442,3.728767,20190722,0.044187,20200203,-0.058134,20200727,0.081400,20180625,-0.047993,20200701,0.103066,20180601,-0.114609,20190102,0.154056,20180102,-0.159813,开放式;混合型 ;高风险,20150612,20180126,20180705
001415,1293,0.103000,0.130000,-0.250621,0.019419,0.042220,0.002465,0.949339,3.731507,20150630,0.015119,20150619,-0.038000,20200203,0.016949,20150629,-0.033477,20200701,0.041227,20150612,-0.060000,20190102,0.061910,20150612,-0.110000,开放式;混合型 ;高风险,20150611,20150612,20150708
